Wiek,Płeć,Ocena_satysfakcji,Dochód_miesięczny,Region,Preferowany_system
78,Mężczyzna,4,16576,Północ,Android
57,Kobieta,4,9254,Południe,Android
69,Kobieta,9,14758,Wschód,iOS
19,Mężczyzna,6,9031,Centrum,Linux
61,Mężczyzna,7,14634,Południe,Android
90,Kobieta,2,15173,Południe,iOS
40,Mężczyzna,1,7518,Południe,Linux
27,Mężczyzna,1,11621,Wschód,iOS
24,Kobieta,8,8610,Wschód,Windows
39,Mężczyzna,4,1376,Centrum,Android
56,Mężczyzna,3,6623,Wschód,Android
43,Kobieta,8,13724,Zachód,macOS
60,Mężczyzna,1,17107,Północ,Linux
79,Kobieta,7,16796,Południe,iOS
89,Kobieta,8,6045,Południe,macOS
68,Kobieta,9,7445,Południe,iOS
27,Kobieta,10,10619,Południe,Windows
87,Mężczyzna,9,14369,Centrum,iOS
78,Kobieta,9,5509,Północ,Android
53,Mężczyzna,5,7038,Centrum,iOS
43,Kobieta,7,15569,Zachód,Android
35,Mężczyzna,9,4171,Zachód,Android
89,Kobieta,4,18317,Centrum,Android
40,Kobieta,5,12742,Południe,Linux
55,Kobieta,5,8114,Południe,macOS
90,Kobieta,3,7203,Południe,Android
30,Kobieta,4,9620,Południe,iOS
82,Mężczyzna,9,10891,Północ,Windows
45,Mężczyzna,8,1137,Zachód,macOS
50,Mężczyzna,1,3498,Centrum,Android
88,Kobieta,7,3909,Południe,macOS
21,Kobieta,2,15867,Wschód,Android
18,Mężczyzna,3,19802,Wschód,Linux
64,Mężczyzna,7,13244,Południe,Windows
28,Kobieta,7,1558,Południe,macOS
88,Mężczyzna,10,15949,Południe,Windows
28,Kobieta,2,2242,Wschód,macOS
85,Kobieta,2,9034,Wschód,Windows
87,Mężczyzna,2,19901,Północ,Android
77,Kobieta,7,19556,Północ,Android
67,Kobieta,9,15274,Wschód,iOS
72,Kobieta,9,12229,Wschód,Windows
76,Kobieta,10,3875,Centrum,Android
72,Mężczyzna,10,2647,Zachód,Windows
45,Mężczyzna,7,7380,Północ,iOS
24,Kobieta,4,12273,Zachód,macOS
87,Mężczyzna,9,17678,Wschód,Windows
25,Kobieta,3,11356,Wschód,Android
41,Mężczyzna,3,9670,Zachód,macOS
51,Kobieta,3,17530,Centrum,Windows
78,Kobieta,2,11835,Południe,macOS
32,Kobieta,5,1177,Zachód,Windows
24,Mężczyzna,10,3670,Centrum,Android
44,Mężczyzna,9,11917,Zachód,Android
84,Mężczyzna,10,2320,Północ,Linux
77,Kobieta,4,6694,Centrum,macOS
25,Mężczyzna,5,5166,Północ,iOS
52,Kobieta,4,19871,Wschód,Windows
48,Mężczyzna,4,17779,Północ,iOS
89,Mężczyzna,5,18554,Południe,Linux
58,Mężczyzna,2,16846,Północ,Linux
71,Mężczyzna,3,18669,Południe,Windows
30,Mężczyzna,2,11462,Zachód,Linux
32,Kobieta,3,8920,Zachód,Windows
78,Kobieta,1,14708,Południe,iOS
23,Kobieta,1,8424,Południe,macOS
47,Mężczyzna,4,10381,Północ,Windows
53,Mężczyzna,5,2719,Południe,Android
49,Mężczyzna,7,5815,Zachód,Windows
64,Kobieta,4,1244,Wschód,Linux
37,Mężczyzna,9,16377,Centrum,Android
67,Kobieta,8,17594,Centrum,Linux
68,Mężczyzna,6,17648,Północ,Linux
74,Mężczyzna,1,6461,Centrum,Windows
75,Kobieta,8,4944,Zachód,Windows
27,Mężczyzna,6,12240,Zachód,Windows
33,Kobieta,4,5526,Południe,Windows
52,Kobieta,8,17901,Wschód,Android
76,Mężczyzna,4,14706,Centrum,Windows
22,Kobieta,2,15952,Centrum,iOS
51,Kobieta,10,4012,Wschód,Android
31,Mężczyzna,1,18621,Wschód,macOS
53,Kobieta,3,11908,Północ,Windows
23,Kobieta,5,18378,Południe,Android
63,Kobieta,1,14980,Wschód,Windows
60,Mężczyzna,3,12183,Północ,Android
43,Mężczyzna,10,1714,Zachód,Linux
18,Mężczyzna,5,19034,Zachód,Windows
75,Kobieta,4,2048,Centrum,macOS
35,Kobieta,7,7275,Wschód,Windows
78,Kobieta,8,9961,Południe,iOS
29,Kobieta,3,14624,Zachód,Windows
62,Kobieta,6,14197,Zachód,iOS
64,Kobieta,10,7421,Wschód,macOS
90,Kobieta,8,18125,Centrum,Windows
32,Mężczyzna,8,8528,Centrum,Android
39,Mężczyzna,9,4263,Zachód,iOS
22,Kobieta,6,13802,Północ,macOS
46,Mężczyzna,6,19442,Wschód,Android
51,Mężczyzna,9,8790,Zachód,Linux
62,Mężczyzna,3,15355,Południe,macOS
71,Mężczyzna,4,4975,Centrum,Android
28,Kobieta,1,18472,Południe,iOS
21,Kobieta,9,11568,Południe,Linux
61,Mężczyzna,1,3981,Wschód,iOS
46,Kobieta,1,7389,Północ,Windows
44,Kobieta,2,10354,Wschód,iOS
72,Mężczyzna,9,11890,Zachód,Linux
78,Kobieta,8,19878,Centrum,Android
56,Mężczyzna,8,5239,Północ,Windows
25,Mężczyzna,10,16089,Centrum,Windows
37,Mężczyzna,2,13523,Południe,iOS
71,Mężczyzna,10,19211,Północ,Linux
22,Mężczyzna,3,18321,Północ,iOS
64,Kobieta,3,12691,Zachód,Linux
31,Mężczyzna,10,18143,Północ,iOS
25,Mężczyzna,9,14592,Centrum,Linux
86,Mężczyzna,6,8427,Centrum,macOS
44,Mężczyzna,7,16368,Południe,Linux
42,Kobieta,5,16716,Zachód,Windows
80,Mężczyzna,2,7328,Wschód,Linux
49,Mężczyzna,5,17395,Północ,iOS
44,Kobieta,8,11284,Centrum,Android
83,Mężczyzna,6,16340,Północ,macOS
76,Mężczyzna,3,15901,Wschód,Linux
75,Mężczyzna,8,7580,Centrum,Windows
22,Mężczyzna,8,6479,Północ,macOS
62,Mężczyzna,9,1904,Południe,iOS
44,Kobieta,7,2241,Południe,Android
39,Kobieta,6,15477,Centrum,Windows
22,Kobieta,3,19638,Południe,iOS
65,Mężczyzna,3,7611,Południe,Linux
49,Mężczyzna,8,2166,Południe,Linux
28,Mężczyzna,8,11733,Północ,Android
81,Kobieta,5,2997,Południe,iOS
89,Kobieta,8,16071,Północ,Windows
70,Mężczyzna,5,16291,Zachód,Windows
84,Mężczyzna,1,18873,Południe,Android
87,Kobieta,4,3340,Południe,Windows
71,Kobieta,10,16014,Północ,Linux
70,Mężczyzna,7,18220,Południe,Android
81,Mężczyzna,3,9311,Południe,iOS
65,Kobieta,9,1605,Północ,Linux
63,Mężczyzna,7,7452,Północ,iOS
26,Kobieta,10,15542,Południe,macOS
74,Kobieta,7,5308,Centrum,iOS
63,Kobieta,7,8066,Wschód,iOS
38,Mężczyzna,6,18622,Północ,Linux
62,Mężczyzna,9,18514,Centrum,Linux
89,Mężczyzna,3,18023,Północ,Linux
67,Kobieta,7,12626,Południe,Windows
45,Mężczyzna,2,1740,Centrum,iOS
26,Kobieta,1,17340,Północ,Linux
65,Kobieta,9,12889,Wschód,Windows
81,Mężczyzna,3,19140,Centrum,macOS
65,Mężczyzna,7,18134,Zachód,macOS
89,Kobieta,5,10787,Północ,Android
30,Kobieta,3,5101,Zachód,iOS
32,Kobieta,1,17935,Wschód,iOS
20,Mężczyzna,2,19755,Zachód,Windows
30,Mężczyzna,8,10935,Zachód,Linux
49,Mężczyzna,2,9797,Południe,Android
89,Mężczyzna,7,19913,Południe,Windows
32,Mężczyzna,10,2982,Południe,iOS
32,Kobieta,9,11785,Południe,Android
32,Mężczyzna,8,9909,Północ,macOS
37,Mężczyzna,6,10191,Północ,macOS
28,Kobieta,10,11271,Północ,macOS
78,Kobieta,1,4415,Południe,macOS
21,Kobieta,5,19820,Północ,iOS
52,Kobieta,6,19207,Zachód,Windows
83,Mężczyzna,1,19819,Zachód,macOS
85,Mężczyzna,8,8328,Zachód,Linux
22,Mężczyzna,6,11206,Północ,Windows
51,Kobieta,4,3467,Północ,macOS
27,Kobieta,3,2593,Wschód,iOS
26,Kobieta,7,18403,Północ,Windows
41,Mężczyzna,8,4631,Wschód,Android
60,Mężczyzna,6,3577,Południe,Android
51,Mężczyzna,6,13213,Południe,Windows
32,Kobieta,9,15278,Północ,Linux
48,Mężczyzna,7,16670,Centrum,Linux
55,Mężczyzna,1,8813,Zachód,iOS
49,Kobieta,7,16715,Północ,Android
24,Kobieta,5,7023,Północ,Linux
36,Mężczyzna,5,4939,Zachód,macOS
66,Mężczyzna,10,7165,Północ,Windows
24,Kobieta,5,4249,Zachód,Linux
41,Mężczyzna,6,3776,Południe,Linux
42,Kobieta,2,19579,Wschód,Linux
75,Kobieta,8,10682,Północ,Android
90,Kobieta,6,18268,Południe,Windows
39,Mężczyzna,2,8617,Wschód,Linux
62,Mężczyzna,2,10942,Południe,iOS
32,Mężczyzna,10,6317,Centrum,Windows
60,Kobieta,2,18647,Północ,macOS
69,Kobieta,6,4341,Zachód,Android
46,Kobieta,4,12252,Centrum,macOS
49,Kobieta,4,16194,Zachód,iOS
74,Mężczyzna,2,4789,Południe,Linux
76,Kobieta,10,15995,Północ,Android
54,Mężczyzna,7,1389,Wschód,iOS
52,Mężczyzna,6,12587,Północ,iOS
68,Kobieta,2,1330,Centrum,Android
46,Kobieta,7,3768,Wschód,Linux
58,Kobieta,10,10424,Wschód,Android
53,Kobieta,1,19034,Centrum,Linux
61,Kobieta,2,7707,Centrum,macOS
63,Kobieta,5,9711,Wschód,Android
89,Mężczyzna,5,14039,Północ,Windows
38,Kobieta,9,1823,Centrum,Android
41,Mężczyzna,2,15787,Zachód,macOS
82,Kobieta,9,9713,Wschód,Linux
71,Kobieta,8,18327,Centrum,iOS
47,Mężczyzna,5,15935,Wschód,Linux
45,Kobieta,8,18829,Północ,Linux
63,Kobieta,10,2167,Północ,Android
55,Mężczyzna,4,8964,Centrum,iOS
83,Kobieta,7,1608,Południe,Android
67,Mężczyzna,5,8526,Wschód,Linux
42,Kobieta,4,8087,Centrum,Android
77,Kobieta,5,4344,Centrum,macOS
57,Kobieta,2,15946,Wschód,Windows
77,Kobieta,2,17838,Wschód,Android
47,Mężczyzna,1,12913,Zachód,macOS
26,Kobieta,6,14918,Wschód,macOS
30,Kobieta,2,9537,Centrum,macOS
31,Mężczyzna,8,2359,Wschód,iOS
70,Kobieta,9,6203,Południe,Android
43,Kobieta,3,17275,Zachód,Linux
43,Mężczyzna,3,6069,Wschód,Linux
83,Kobieta,8,4721,Północ,macOS
86,Mężczyzna,10,12722,Północ,iOS
30,Kobieta,3,8981,Zachód,Windows
70,Mężczyzna,9,2645,Południe,iOS
88,Kobieta,1,4304,Zachód,Windows
28,Mężczyzna,3,18914,Zachód,Android
71,Mężczyzna,7,14704,Północ,macOS
44,Mężczyzna,4,12335,Wschód,Android
24,Mężczyzna,9,8757,Północ,iOS
20,Mężczyzna,2,17009,Północ,Android
33,Mężczyzna,6,18613,Zachód,Android
48,Kobieta,5,5371,Centrum,Windows
48,Kobieta,9,11628,Południe,Windows
84,Kobieta,2,4511,Centrum,macOS
63,Mężczyzna,6,3542,Zachód,Windows
26,Kobieta,2,3968,Wschód,Windows
90,Kobieta,3,4220,Wschód,Linux
80,Mężczyzna,1,6501,Centrum,iOS
72,Mężczyzna,3,3185,Północ,Linux
59,Kobieta,2,6915,Południe,Android
64,Mężczyzna,4,4521,Zachód,macOS
24,Mężczyzna,9,7676,Północ,iOS
21,Mężczyzna,5,10721,Wschód,Linux
20,Mężczyzna,9,10940,Południe,macOS
42,Mężczyzna,2,7836,Wschód,iOS
55,Kobieta,6,13653,Zachód,Windows
19,Kobieta,10,9319,Wschód,Windows
20,Mężczyzna,6,8628,Północ,macOS
22,Kobieta,5,11174,Zachód,Windows
20,Kobieta,6,17834,Centrum,iOS
18,Mężczyzna,7,1940,Centrum,Android
61,Mężczyzna,6,7191,Wschód,iOS
47,Kobieta,5,15107,Wschód,Android
22,Mężczyzna,10,15543,Centrum,Android
69,Kobieta,3,5307,Wschód,Windows
83,Kobieta,1,19167,Centrum,Windows
32,Kobieta,4,16701,Południe,Linux
63,Mężczyzna,4,15200,Wschód,Android
69,Kobieta,8,7872,Zachód,Windows
33,Mężczyzna,6,11545,Zachód,Linux
54,Mężczyzna,8,17622,Południe,macOS
81,Kobieta,9,14604,Wschód,Android
24,Mężczyzna,8,2206,Południe,macOS
75,Kobieta,8,12143,Zachód,Linux
48,Mężczyzna,8,18502,Północ,Linux
47,Mężczyzna,10,18004,Południe,macOS
75,Kobieta,8,8258,Zachód,Android
23,Kobieta,9,4747,Wschód,macOS
61,Mężczyzna,9,15169,Północ,macOS
50,Mężczyzna,2,1121,Zachód,Linux
42,Kobieta,8,17844,Południe,Linux
58,Mężczyzna,10,7087,Północ,iOS
22,Kobieta,9,5727,Południe,Linux
89,Kobieta,6,6213,Centrum,Android
72,Mężczyzna,5,17025,Centrum,Android
60,Kobieta,2,18736,Południe,Linux
50,Mężczyzna,3,2463,Południe,Linux
65,Mężczyzna,2,11304,Zachód,macOS
83,Kobieta,10,16256,Zachód,Windows
40,Kobieta,3,16720,Północ,Windows
50,Mężczyzna,5,9147,Południe,macOS
37,Mężczyzna,1,5516,Zachód,macOS
55,Mężczyzna,5,7713,Zachód,Android
71,Mężczyzna,3,8296,Zachód,iOS
80,Mężczyzna,1,3482,Centrum,macOS
28,Mężczyzna,6,4758,Centrum,Windows
32,Mężczyzna,1,14670,Południe,Windows
57,Kobieta,1,10102,Zachód,iOS
32,Mężczyzna,1,11889,Centrum,Linux
46,Mężczyzna,7,13440,Zachód,iOS
69,Mężczyzna,9,9545,Wschód,iOS
46,Kobieta,6,1559,Południe,iOS
56,Mężczyzna,3,7702,Wschód,iOS
88,Kobieta,2,14513,Centrum,Windows
20,Kobieta,1,9370,Zachód,Android
47,Kobieta,8,12296,Centrum,iOS
88,Mężczyzna,1,18499,Centrum,iOS
34,Mężczyzna,9,2872,Południe,Linux
24,Kobieta,3,15877,Zachód,Windows
39,Kobieta,7,11778,Centrum,Linux
64,Mężczyzna,8,4061,Wschód,Android
39,Kobieta,8,2061,Południe,macOS
62,Kobieta,8,18764,Zachód,Linux
41,Mężczyzna,6,9197,Centrum,macOS
86,Kobieta,10,2308,Północ,iOS
89,Mężczyzna,1,9502,Wschód,macOS
43,Mężczyzna,9,2136,Północ,Linux
70,Kobieta,6,1252,Wschód,iOS
36,Mężczyzna,10,18976,Północ,macOS
43,Mężczyzna,4,18174,Zachód,iOS
56,Kobieta,7,4067,Północ,Android
67,Kobieta,4,3367,Centrum,iOS
37,Mężczyzna,1,19778,Zachód,macOS
28,Mężczyzna,8,9286,Wschód,Windows
79,Kobieta,9,7086,Północ,macOS
34,Kobieta,8,17043,Północ,Windows
75,Kobieta,7,2403,Północ,macOS
65,Mężczyzna,10,7238,Północ,Windows
84,Mężczyzna,9,5640,Wschód,Windows
75,Kobieta,5,5721,Zachód,iOS
45,Mężczyzna,5,16688,Zachód,Linux
40,Kobieta,5,2534,Wschód,macOS
40,Kobieta,5,1789,Wschód,iOS
67,Mężczyzna,3,17920,Centrum,Linux
60,Mężczyzna,4,19865,Wschód,Windows
64,Kobieta,2,17151,Północ,Windows
46,Mężczyzna,5,10364,Północ,Linux
73,Mężczyzna,6,13540,Południe,macOS
28,Mężczyzna,1,7149,Wschód,Android
73,Mężczyzna,3,12552,Północ,macOS
39,Mężczyzna,9,3884,Centrum,Linux
80,Mężczyzna,10,15985,Zachód,Windows
26,Mężczyzna,7,1837,Północ,Android
23,Mężczyzna,7,19572,Zachód,macOS
61,Kobieta,5,1696,Zachód,macOS
48,Mężczyzna,4,12806,Wschód,Android
82,Mężczyzna,3,11639,Północ,Windows
45,Mężczyzna,7,13417,Centrum,Windows
73,Kobieta,4,8268,Południe,Windows
61,Mężczyzna,1,9852,Północ,Android
71,Kobieta,2,1256,Południe,Windows
46,Kobieta,5,2463,Zachód,Android
51,Kobieta,2,4691,Wschód,iOS
52,Mężczyzna,2,4138,Wschód,Android
68,Mężczyzna,6,1363,Zachód,iOS
48,Kobieta,2,9422,Południe,Linux
67,Kobieta,4,18032,Wschód,macOS
36,Kobieta,6,19133,Zachód,iOS
52,Kobieta,9,5144,Wschód,Linux
21,Mężczyzna,2,6857,Zachód,macOS
57,Mężczyzna,4,7870,Wschód,Linux
46,Mężczyzna,2,1062,Północ,Windows
35,Kobieta,6,15224,Centrum,Linux
66,Mężczyzna,4,6001,Wschód,Linux
33,Mężczyzna,4,14757,Północ,macOS
45,Mężczyzna,1,11170,Wschód,Linux
75,Kobieta,3,8415,Północ,iOS
73,Mężczyzna,2,6146,Północ,Linux
35,Mężczyzna,4,11793,Wschód,iOS
62,Mężczyzna,6,8535,Zachód,Windows
36,Mężczyzna,5,17408,Południe,Android
32,Kobieta,7,1922,Południe,macOS
44,Kobieta,7,13633,Południe,iOS
57,Mężczyzna,5,9454,Wschód,Android
74,Mężczyzna,8,19685,Północ,Android
86,Mężczyzna,6,11012,Centrum,Windows
74,Kobieta,5,3547,Centrum,iOS
72,Kobieta,7,14841,Zachód,Linux
60,Kobieta,6,6588,Zachód,Android
20,Mężczyzna,8,5945,Centrum,iOS
35,Kobieta,8,4196,Południe,Linux
50,Mężczyzna,9,12952,Zachód,iOS
38,Mężczyzna,2,7063,Północ,Windows
23,Mężczyzna,7,3083,Południe,Linux
90,Mężczyzna,4,1806,Zachód,Linux
54,Mężczyzna,10,9015,Południe,Windows
32,Mężczyzna,9,1524,Północ,Windows
25,Mężczyzna,8,12150,Południe,iOS
31,Kobieta,6,6404,Północ,Windows
60,Mężczyzna,2,15096,Centrum,Linux
84,Mężczyzna,2,16633,Zachód,Windows
53,Mężczyzna,3,8215,Wschód,Windows
40,Kobieta,9,6991,Wschód,Android
70,Kobieta,5,17055,Centrum,Android
71,Mężczyzna,9,4201,Północ,Windows
81,Kobieta,1,12612,Północ,Linux
73,Kobieta,4,3044,Południe,Android
42,Mężczyzna,7,2137,Południe,Linux
64,Kobieta,7,17986,Południe,Linux
83,Kobieta,2,2481,Południe,iOS
22,Mężczyzna,5,10744,Północ,Linux
79,Mężczyzna,3,4424,Zachód,Windows
85,Mężczyzna,8,17741,Centrum,Windows
70,Kobieta,7,3473,Wschód,iOS
52,Kobieta,5,5509,Centrum,Android
34,Kobieta,6,10755,Centrum,iOS
59,Mężczyzna,8,13515,Północ,iOS
52,Mężczyzna,4,19458,Południe,Linux
65,Kobieta,5,17562,Zachód,Linux
44,Mężczyzna,4,4689,Wschód,macOS
52,Kobieta,7,8103,Wschód,Android
20,Kobieta,10,18953,Południe,iOS
40,Kobieta,10,3904,Wschód,Windows
27,Mężczyzna,4,2260,Południe,Windows
22,Kobieta,3,13979,Wschód,iOS
23,Kobieta,2,14618,Wschód,Windows
18,Kobieta,7,16178,Północ,Android
54,Mężczyzna,8,13691,Centrum,Linux
38,Mężczyzna,6,10734,Zachód,Windows
38,Kobieta,3,2620,Wschód,Linux
61,Kobieta,6,15690,Wschód,Windows
32,Mężczyzna,7,17371,Zachód,Android
60,Kobieta,2,5736,Południe,macOS
40,Mężczyzna,8,18721,Południe,iOS
71,Kobieta,2,19979,Północ,Windows
77,Mężczyzna,2,13528,Zachód,iOS
18,Kobieta,10,8334,Południe,Windows
32,Kobieta,8,14255,Centrum,Android
72,Kobieta,1,1553,Południe,Windows
47,Kobieta,9,12367,Południe,iOS
73,Mężczyzna,8,11323,Północ,Android
54,Mężczyzna,10,7741,Centrum,Windows
50,Mężczyzna,3,15273,Wschód,iOS
65,Mężczyzna,7,7437,Wschód,macOS
59,Kobieta,8,17952,Północ,Linux
30,Kobieta,7,16396,Zachód,Linux
57,Mężczyzna,1,2723,Wschód,iOS
34,Mężczyzna,9,16167,Północ,macOS
33,Mężczyzna,1,19935,Centrum,Windows
56,Mężczyzna,2,12679,Zachód,Linux
57,Kobieta,8,3847,Wschód,iOS
83,Kobieta,1,15915,Wschód,iOS
56,Mężczyzna,10,18258,Wschód,Windows
50,Kobieta,3,14012,Wschód,iOS
49,Kobieta,2,11277,Wschód,Android
19,Mężczyzna,8,10213,Południe,Windows
22,Kobieta,1,18600,Północ,Android
65,Mężczyzna,3,19143,Południe,Windows
54,Mężczyzna,9,4006,Wschód,macOS
80,Mężczyzna,10,5130,Północ,macOS
39,Mężczyzna,7,2840,Centrum,Android
60,Mężczyzna,5,7297,Zachód,Android
54,Mężczyzna,3,11047,Centrum,Android
79,Mężczyzna,8,17103,Centrum,Linux
32,Mężczyzna,6,12469,Centrum,macOS
66,Kobieta,9,1836,Wschód,iOS
30,Mężczyzna,8,2409,Zachód,Windows
46,Kobieta,9,18926,Północ,macOS
70,Kobieta,4,2295,Północ,macOS
84,Kobieta,1,11865,Zachód,iOS
18,Kobieta,10,3150,Północ,Linux
29,Mężczyzna,7,13880,Południe,macOS
81,Kobieta,7,8690,Południe,Linux
29,Mężczyzna,9,15509,Południe,Linux
63,Kobieta,10,7969,Południe,Android
20,Mężczyzna,9,12158,Centrum,Android
66,Mężczyzna,2,8825,Wschód,macOS
78,Kobieta,9,7315,Zachód,Windows
32,Mężczyzna,9,5306,Północ,macOS
89,Mężczyzna,3,12024,Wschód,Android
86,Mężczyzna,10,8360,Północ,macOS
55,Kobieta,7,4580,Zachód,macOS
32,Mężczyzna,6,8410,Południe,iOS
36,Kobieta,2,5204,Wschód,macOS
28,Kobieta,10,9949,Centrum,Windows
61,Mężczyzna,4,3271,Północ,Windows
65,Mężczyzna,7,14022,Północ,macOS
41,Kobieta,1,17259,Centrum,iOS
36,Mężczyzna,4,9871,Centrum,macOS
88,Mężczyzna,10,19215,Północ,iOS
67,Kobieta,1,2137,Południe,Linux
23,Kobieta,7,2695,Południe,Windows
30,Kobieta,9,10110,Północ,Linux
30,Kobieta,8,7574,Północ,Android
78,Kobieta,10,12239,Wschód,Linux
22,Kobieta,8,6515,Wschód,Windows
40,Kobieta,6,7525,Centrum,Linux
40,Mężczyzna,2,15353,Centrum,iOS
27,Kobieta,7,16145,Centrum,iOS
43,Mężczyzna,2,8667,Zachód,iOS
19,Mężczyzna,1,7209,Zachód,iOS
70,Kobieta,6,9317,Zachód,Android
20,Kobieta,6,16098,Południe,macOS
75,Kobieta,2,4053,Północ,Windows
85,Mężczyzna,6,2787,Północ,iOS
57,Mężczyzna,1,19755,Północ,Android
86,Kobieta,10,2514,Północ,Windows
68,Mężczyzna,5,4485,Zachód,Linux
59,Mężczyzna,8,16683,Zachód,iOS
32,Mężczyzna,8,18159,Wschód,Windows
18,Mężczyzna,2,16199,Zachód,Linux
29,Mężczyzna,7,2152,Północ,macOS
50,Kobieta,2,16046,Północ,Linux
27,Kobieta,3,5986,Wschód,Windows
77,Kobieta,8,13979,Północ,Windows
19,Kobieta,8,16342,Wschód,Android
57,Mężczyzna,6,1733,Południe,Windows
40,Mężczyzna,4,8957,Wschód,iOS
70,Kobieta,5,17193,Zachód,iOS
61,Kobieta,1,11002,Wschód,macOS
69,Kobieta,4,10417,Północ,iOS
72,Mężczyzna,6,7117,Zachód,macOS
60,Mężczyzna,6,19539,Wschód,Linux
62,Mężczyzna,3,10919,Północ,Linux
23,Mężczyzna,1,12401,Zachód,macOS
87,Kobieta,7,12062,Południe,Windows
49,Mężczyzna,5,2230,Południe,Linux
76,Kobieta,5,19574,Południe,macOS
43,Mężczyzna,3,16650,Południe,Linux
55,Kobieta,4,12422,Centrum,Linux
73,Mężczyzna,6,13216,Centrum,Android
52,Kobieta,7,5142,Wschód,iOS
32,Mężczyzna,4,6243,Zachód,macOS
64,Kobieta,3,16226,Wschód,iOS
24,Mężczyzna,7,18699,Wschód,Android
65,Kobieta,7,7328,Zachód,Linux
66,Mężczyzna,3,11918,Wschód,macOS
18,Mężczyzna,4,2905,Północ,macOS
89,Kobieta,6,5305,Zachód,Android
52,Mężczyzna,6,4054,Centrum,Linux
44,Mężczyzna,8,1408,Północ,iOS
39,Kobieta,7,5345,Zachód,iOS
55,Kobieta,8,10921,Południe,Linux
61,Kobieta,8,15135,Południe,Android
87,Kobieta,3,8676,Centrum,Android
21,Kobieta,8,1763,Zachód,Linux
63,Kobieta,3,2546,Zachód,Linux
86,Mężczyzna,2,19488,Centrum,iOS
23,Mężczyzna,7,2047,Zachód,Windows
53,Kobieta,3,19737,Południe,Linux
60,Mężczyzna,1,19750,Zachód,Linux
20,Mężczyzna,6,15205,Zachód,macOS
38,Kobieta,2,4932,Północ,Linux
57,Kobieta,2,12765,Południe,Android
78,Mężczyzna,9,5672,Zachód,Windows
58,Mężczyzna,8,12031,Północ,iOS
19,Kobieta,8,1168,Centrum,Windows
46,Kobieta,8,19406,Północ,Android
29,Kobieta,2,6456,Centrum,Android
72,Mężczyzna,8,19465,Centrum,Windows
18,Kobieta,8,16782,Centrum,Linux
32,Kobieta,8,8099,Centrum,Android
63,Mężczyzna,5,11635,Centrum,Windows
57,Mężczyzna,4,14047,Wschód,Linux
45,Mężczyzna,10,11262,Centrum,Linux
57,Mężczyzna,2,3597,Północ,Windows
80,Mężczyzna,1,18795,Wschód,iOS
37,Mężczyzna,10,9960,Południe,iOS
60,Mężczyzna,10,15386,Zachód,Linux
59,Kobieta,6,4034,Wschód,Android
74,Kobieta,1,11494,Północ,macOS
29,Mężczyzna,6,11298,Wschód,Linux
51,Kobieta,4,9611,Zachód,Android
43,Kobieta,5,2033,Południe,Windows
83,Mężczyzna,7,4460,Północ,Android
34,Kobieta,10,16911,Wschód,Linux
29,Mężczyzna,5,18396,Północ,macOS
44,Kobieta,10,19148,Wschód,Windows
51,Mężczyzna,5,15658,Zachód,macOS
81,Mężczyzna,3,5817,Zachód,Android
75,Kobieta,2,2054,Południe,Windows
89,Mężczyzna,6,17597,Zachód,Windows
56,Mężczyzna,7,5732,Południe,Windows
20,Kobieta,10,7506,Północ,macOS
61,Kobieta,2,18112,Północ,iOS
36,Kobieta,9,14554,Zachód,macOS
58,Kobieta,8,2871,Centrum,iOS
84,Mężczyzna,9,1899,Południe,Windows
32,Mężczyzna,2,11602,Wschód,Linux
22,Kobieta,10,18012,Południe,Android
29,Kobieta,2,8834,Północ,Linux
87,Kobieta,4,11067,Południe,Android
19,Mężczyzna,4,10345,Południe,Android
90,Mężczyzna,4,4704,Wschód,iOS
67,Kobieta,10,11789,Zachód,Windows
39,Mężczyzna,9,8580,Południe,iOS
40,Mężczyzna,5,8218,Zachód,Windows
29,Mężczyzna,10,2010,Zachód,iOS
42,Mężczyzna,5,2121,Północ,Android
37,Mężczyzna,10,8704,Północ,iOS
74,Mężczyzna,8,12414,Zachód,Linux
50,Mężczyzna,5,16995,Północ,iOS
54,Mężczyzna,1,3711,Zachód,macOS
18,Kobieta,6,18293,Wschód,Android
69,Kobieta,1,15051,Południe,Linux
40,Mężczyzna,9,17913,Zachód,macOS
89,Mężczyzna,4,2539,Zachód,Windows
26,Kobieta,8,19233,Północ,iOS
65,Kobieta,1,8926,Wschód,macOS
48,Kobieta,9,5316,Północ,Linux
56,Kobieta,6,5732,Centrum,macOS
36,Mężczyzna,4,10837,Północ,Linux
45,Mężczyzna,8,17275,Centrum,macOS
77,Mężczyzna,8,12468,Centrum,macOS
30,Mężczyzna,2,5980,Zachód,Android
21,Mężczyzna,6,15634,Centrum,iOS
68,Mężczyzna,7,12250,Centrum,Linux
88,Mężczyzna,8,8710,Południe,Windows
46,Mężczyzna,6,4565,Północ,iOS
54,Mężczyzna,1,16438,Zachód,Linux
88,Kobieta,3,2326,Centrum,Linux
47,Mężczyzna,1,17104,Centrum,Windows
42,Mężczyzna,1,2183,Centrum,Linux
82,Mężczyzna,9,4637,Południe,iOS
80,Mężczyzna,10,9060,Południe,iOS
40,Mężczyzna,2,12131,Wschód,Android
82,Kobieta,9,18384,Wschód,Android
68,Mężczyzna,10,3071,Centrum,Windows
83,Kobieta,10,9296,Centrum,Windows
54,Mężczyzna,6,16350,Centrum,Linux
