Wiek;Płeć;Ocena_satysfakcji;Dochód_miesięczny;Region;Preferowany_system
36;Mężczyzna;2;4676;Wschód;macOS
46;Mężczyzna;6;7270;Północ;iOS
89;Kobieta;10;18039;Północ;iOS
86;Kobieta;10;16333;Północ;Windows
87;Mężczyzna;9;18263;Południe;macOS
57;Mężczyzna;4;6660;Wschód;Windows
66;Kobieta;4;2824;Wschód;macOS
41;Kobieta;1;14929;Północ;Windows
26;Mężczyzna;9;5956;Północ;Linux
88;Kobieta;9;7479;Zachód;Linux
83;Mężczyzna;1;11501;Wschód;Windows
82;Kobieta;4;16605;Południe;iOS
66;Mężczyzna;7;6429;Zachód;iOS
62;Kobieta;7;10455;Północ;macOS
74;Kobieta;2;12106;Centrum;Linux
61;Kobieta;6;16244;Południe;Android
31;Kobieta;2;3845;Północ;Windows
89;Mężczyzna;6;18234;Centrum;macOS
66;Mężczyzna;2;16969;Północ;Android
66;Kobieta;9;17091;Zachód;Windows
30;Kobieta;1;16632;Centrum;Windows
43;Mężczyzna;4;2642;Zachód;macOS
19;Kobieta;1;8604;Południe;iOS
27;Mężczyzna;1;7169;Wschód;Linux
58;Kobieta;10;6998;Południe;Linux
33;Kobieta;4;11868;Centrum;Android
68;Kobieta;2;2205;Zachód;Windows
55;Mężczyzna;2;14953;Południe;iOS
65;Kobieta;7;13929;Północ;Linux
79;Kobieta;9;17448;Centrum;Linux
30;Mężczyzna;2;1410;Północ;macOS
82;Mężczyzna;3;18244;Południe;macOS
45;Mężczyzna;2;7210;Północ;Windows
73;Mężczyzna;8;3275;Centrum;Windows
61;Mężczyzna;7;18419;Południe;macOS
46;Mężczyzna;7;1206;Centrum;Linux
48;Kobieta;1;2878;Południe;Android
22;Mężczyzna;7;12964;Centrum;iOS
50;Kobieta;4;7901;Wschód;Linux
62;Mężczyzna;7;9512;Zachód;Linux
48;Mężczyzna;6;9592;Centrum;macOS
52;Mężczyzna;1;5993;Południe;Android
77;Mężczyzna;8;14643;Wschód;Android
33;Kobieta;6;12450;Południe;Android
64;Mężczyzna;10;9219;Zachód;Android
52;Kobieta;7;2789;Zachód;Linux
31;Kobieta;3;18240;Zachód;Windows
38;Mężczyzna;4;10826;Południe;iOS
78;Kobieta;4;15779;Zachód;macOS
42;Mężczyzna;4;7049;Zachód;Linux
45;Mężczyzna;7;17051;Południe;iOS
61;Kobieta;8;18175;Centrum;macOS
52;Kobieta;5;18628;Południe;Windows
37;Kobieta;7;17012;Północ;Android
49;Kobieta;2;14570;Centrum;iOS
85;Kobieta;4;14656;Centrum;Windows
50;Kobieta;5;19742;Wschód;macOS
38;Mężczyzna;1;11500;Zachód;Linux
62;Kobieta;3;10843;Południe;Windows
33;Mężczyzna;10;15032;Wschód;iOS
54;Mężczyzna;4;7674;Centrum;iOS
86;Kobieta;6;11535;Północ;Windows
20;Kobieta;9;14555;Północ;iOS
70;Kobieta;3;16698;Północ;Linux
21;Kobieta;1;12702;Południe;Android
19;Kobieta;1;19466;Północ;iOS
79;Kobieta;6;15688;Północ;Android
88;Mężczyzna;10;13550;Północ;macOS
26;Kobieta;1;2714;Południe;macOS
49;Kobieta;9;12444;Centrum;Linux
23;Mężczyzna;7;8185;Zachód;Windows
79;Mężczyzna;2;5498;Wschód;iOS
69;Mężczyzna;5;18997;Południe;iOS
67;Kobieta;2;2755;Południe;Linux
89;Kobieta;7;4965;Północ;Linux
42;Mężczyzna;6;19175;Zachód;Linux
29;Mężczyzna;7;4697;Północ;Linux
25;Kobieta;3;9213;Zachód;iOS
38;Kobieta;8;4954;Południe;macOS
53;Kobieta;8;17088;Północ;macOS
28;Mężczyzna;10;1675;Zachód;Windows
48;Mężczyzna;1;17227;Centrum;Android
34;Kobieta;9;5191;Wschód;macOS
75;Mężczyzna;8;4626;Centrum;macOS
61;Kobieta;2;10821;Południe;iOS
20;Mężczyzna;1;10036;Wschód;iOS
35;Mężczyzna;1;13911;Północ;iOS
70;Kobieta;1;7079;Wschód;Android
76;Kobieta;1;10637;Zachód;Windows
86;Kobieta;1;2662;Centrum;macOS
57;Kobieta;5;4215;Centrum;Android
49;Kobieta;10;12102;Centrum;iOS
84;Kobieta;7;9721;Wschód;Linux
27;Kobieta;10;18681;Północ;macOS
50;Kobieta;5;15378;Południe;Windows
32;Mężczyzna;8;14042;Północ;Linux
66;Kobieta;10;3883;Południe;Linux
62;Kobieta;5;2451;Zachód;iOS
78;Mężczyzna;7;3303;Zachód;iOS
60;Mężczyzna;2;6939;Zachód;macOS
37;Mężczyzna;2;11037;Centrum;Linux
37;Mężczyzna;5;17575;Wschód;macOS
63;Mężczyzna;3;7778;Północ;Android
27;Kobieta;7;19807;Północ;iOS
63;Mężczyzna;1;5730;Wschód;Windows
82;Kobieta;3;9469;Centrum;Android
60;Mężczyzna;1;16883;Zachód;Windows
35;Mężczyzna;4;17588;Centrum;Android
53;Mężczyzna;9;14414;Południe;macOS
65;Kobieta;7;16182;Zachód;macOS
62;Mężczyzna;6;14923;Centrum;iOS
33;Mężczyzna;2;9329;Wschód;Windows
55;Kobieta;7;12244;Centrum;iOS
76;Kobieta;5;16640;Południe;Linux
55;Kobieta;4;4455;Centrum;macOS
41;Mężczyzna;10;13502;Północ;macOS
34;Kobieta;9;8800;Wschód;Windows
65;Mężczyzna;10;5384;Wschód;Linux
74;Mężczyzna;4;1744;Centrum;Linux
59;Mężczyzna;2;5559;Zachód;Linux
24;Kobieta;3;17542;Północ;macOS
88;Mężczyzna;5;7444;Centrum;Linux
88;Mężczyzna;9;13305;Południe;Windows
86;Kobieta;4;17917;Wschód;Windows
75;Kobieta;6;2998;Południe;macOS
80;Mężczyzna;6;5014;Wschód;Android
84;Kobieta;8;2456;Południe;Linux
86;Kobieta;3;10796;Północ;iOS
55;Mężczyzna;8;15388;Północ;Android
78;Mężczyzna;3;6480;Północ;iOS
86;Mężczyzna;6;15513;Centrum;macOS
78;Mężczyzna;3;6413;Wschód;iOS
59;Mężczyzna;3;19756;Północ;Android
23;Kobieta;6;17314;Zachód;iOS
40;Mężczyzna;4;7682;Centrum;Linux
82;Mężczyzna;7;2510;Wschód;Linux
22;Kobieta;6;12722;Wschód;Linux
65;Mężczyzna;2;8203;Centrum;Windows
28;Kobieta;10;15647;Północ;Android
73;Kobieta;3;4039;Centrum;Windows
35;Kobieta;3;4799;Centrum;Android
90;Kobieta;7;17048;Zachód;Linux
53;Kobieta;4;17127;Centrum;macOS
20;Kobieta;4;17757;Wschód;Linux
84;Kobieta;4;17390;Zachód;iOS
50;Mężczyzna;3;11142;Zachód;macOS
57;Mężczyzna;10;7859;Północ;Android
49;Kobieta;8;3385;Południe;iOS
41;Mężczyzna;3;7470;Wschód;macOS
54;Kobieta;2;16005;Wschód;Windows
53;Kobieta;6;16048;Zachód;iOS
88;Mężczyzna;6;2416;Południe;Android
39;Kobieta;1;6219;Centrum;Android
69;Mężczyzna;7;19702;Centrum;iOS
58;Mężczyzna;3;5375;Centrum;Linux
58;Mężczyzna;1;8989;Centrum;Android
56;Mężczyzna;10;3028;Centrum;Windows
87;Mężczyzna;5;13676;Północ;iOS
42;Mężczyzna;5;12717;Południe;iOS
24;Kobieta;2;11919;Centrum;macOS
68;Kobieta;1;10950;Południe;iOS
31;Kobieta;5;12026;Centrum;Windows
38;Kobieta;8;13968;Wschód;Windows
64;Mężczyzna;5;7749;Centrum;iOS
42;Kobieta;10;18585;Południe;Android
46;Kobieta;2;6609;Wschód;Windows
72;Mężczyzna;7;1203;Południe;Windows
76;Mężczyzna;3;12229;Zachód;Windows
64;Mężczyzna;5;1293;Południe;Linux
46;Mężczyzna;2;10792;Zachód;macOS
55;Mężczyzna;8;10976;Południe;iOS
83;Mężczyzna;1;10152;Zachód;Windows
74;Kobieta;3;5862;Centrum;macOS
55;Kobieta;4;2259;Centrum;Linux
31;Mężczyzna;8;5566;Wschód;macOS
66;Mężczyzna;3;14641;Wschód;Android
49;Kobieta;4;2053;Zachód;Linux
76;Mężczyzna;6;6107;Południe;Windows
45;Kobieta;10;5973;Wschód;iOS
84;Mężczyzna;6;19826;Północ;macOS
84;Kobieta;5;13942;Północ;Android
23;Mężczyzna;3;9134;Południe;Android
58;Mężczyzna;5;3467;Wschód;macOS
40;Kobieta;8;18577;Centrum;Linux
28;Mężczyzna;3;13428;Centrum;macOS
89;Kobieta;3;9951;Północ;Android
63;Mężczyzna;8;19309;Wschód;iOS
43;Mężczyzna;2;19693;Centrum;macOS
43;Kobieta;2;11565;Północ;iOS
66;Mężczyzna;8;12658;Wschód;Android
45;Kobieta;4;10838;Wschód;Windows
54;Mężczyzna;3;19357;Centrum;Android
88;Kobieta;8;3267;Centrum;iOS
77;Mężczyzna;9;12260;Południe;macOS
90;Mężczyzna;2;11882;Centrum;Windows
85;Kobieta;5;2077;Północ;iOS
85;Kobieta;7;17418;Północ;macOS
49;Kobieta;1;10226;Wschód;macOS
77;Kobieta;5;18021;Północ;iOS
43;Mężczyzna;4;16156;Wschód;iOS
88;Mężczyzna;4;12408;Południe;Linux
47;Kobieta;3;3948;Wschód;Windows
81;Kobieta;3;11050;Południe;Windows
42;Kobieta;6;13646;Wschód;Windows
51;Kobieta;9;8216;Centrum;iOS
82;Kobieta;8;4051;Centrum;Windows
82;Kobieta;4;12187;Zachód;Android
36;Mężczyzna;1;9501;Zachód;Linux
27;Kobieta;1;5599;Południe;Android
64;Kobieta;7;13593;Wschód;macOS
26;Mężczyzna;3;5576;Północ;macOS
75;Mężczyzna;6;10414;Centrum;macOS
48;Mężczyzna;3;5907;Centrum;iOS
58;Kobieta;3;18055;Wschód;Android
79;Mężczyzna;5;19808;Północ;macOS
42;Kobieta;8;19669;Południe;iOS
74;Kobieta;6;11775;Zachód;iOS
47;Kobieta;9;6386;Zachód;iOS
61;Kobieta;3;4496;Północ;Android
88;Mężczyzna;4;10965;Zachód;Linux
53;Kobieta;5;14915;Południe;Windows
37;Kobieta;10;3402;Południe;macOS
40;Mężczyzna;2;10624;Południe;iOS
42;Mężczyzna;7;12943;Północ;macOS
39;Kobieta;4;11540;Południe;Linux
86;Kobieta;5;1744;Wschód;Android
44;Mężczyzna;3;16714;Zachód;Linux
56;Mężczyzna;8;10009;Północ;macOS
60;Kobieta;10;1251;Zachód;macOS
34;Kobieta;1;12069;Centrum;macOS
71;Kobieta;3;19260;Centrum;Android
18;Kobieta;1;15925;Centrum;Linux
66;Mężczyzna;7;3906;Zachód;macOS
18;Kobieta;2;5240;Centrum;Android
68;Kobieta;4;4386;Zachód;Android
61;Kobieta;9;18666;Centrum;iOS
27;Mężczyzna;3;15175;Wschód;iOS
62;Kobieta;2;4838;Wschód;iOS
31;Mężczyzna;7;18773;Wschód;iOS
73;Mężczyzna;6;18620;Północ;Windows
76;Mężczyzna;3;1060;Południe;Linux
51;Kobieta;2;2514;Wschód;Windows
87;Kobieta;9;9661;Centrum;Windows
85;Mężczyzna;7;7093;Zachód;iOS
42;Mężczyzna;5;18132;Północ;iOS
90;Kobieta;4;4356;Północ;Android
86;Mężczyzna;9;1058;Centrum;Android
65;Kobieta;10;3127;Zachód;Android
19;Mężczyzna;7;6825;Centrum;macOS
19;Kobieta;6;11732;Południe;iOS
21;Kobieta;2;18358;Wschód;iOS
70;Mężczyzna;5;1250;Południe;Linux
51;Kobieta;3;18897;Zachód;iOS
55;Mężczyzna;3;12239;Zachód;Windows
75;Mężczyzna;1;10051;Południe;Windows
75;Mężczyzna;10;3094;Centrum;iOS
58;Mężczyzna;8;1846;Centrum;Linux
37;Mężczyzna;3;5590;Południe;Android
89;Mężczyzna;4;2996;Zachód;Windows
27;Mężczyzna;7;4557;Wschód;Android
56;Mężczyzna;6;7825;Południe;Android
54;Kobieta;9;4492;Północ;macOS
74;Mężczyzna;8;11504;Zachód;Windows
54;Kobieta;9;19960;Południe;Linux
23;Mężczyzna;8;19224;Wschód;Linux
45;Mężczyzna;6;9948;Wschód;Linux
64;Mężczyzna;7;10715;Południe;Android
88;Kobieta;10;12618;Zachód;Linux
73;Kobieta;7;16919;Zachód;Windows
52;Kobieta;6;13291;Zachód;macOS
45;Mężczyzna;3;15225;Północ;Android
75;Mężczyzna;10;7304;Centrum;Windows
42;Mężczyzna;9;17051;Centrum;Windows
84;Kobieta;9;17894;Północ;macOS
52;Mężczyzna;5;7791;Północ;macOS
18;Kobieta;10;10643;Zachód;Windows
37;Kobieta;3;9008;Wschód;Android
66;Kobieta;3;8191;Zachód;macOS
77;Kobieta;7;8228;Północ;Android
78;Kobieta;6;10837;Wschód;iOS
59;Kobieta;1;6040;Zachód;macOS
51;Mężczyzna;1;12494;Południe;Windows
20;Mężczyzna;4;9027;Zachód;macOS
65;Mężczyzna;3;1930;Północ;Linux
61;Kobieta;6;9820;Południe;Android
77;Kobieta;9;7078;Wschód;Windows
22;Kobieta;6;13659;Północ;Android
30;Kobieta;4;19095;Zachód;Windows
72;Kobieta;7;5715;Wschód;Android
77;Mężczyzna;6;2930;Zachód;Linux
44;Kobieta;10;8831;Zachód;macOS
34;Mężczyzna;5;14263;Centrum;iOS
31;Mężczyzna;7;16290;Wschód;Windows
41;Kobieta;5;9644;Wschód;macOS
48;Mężczyzna;5;4368;Centrum;Windows
64;Mężczyzna;8;13399;Centrum;Android
32;Mężczyzna;9;9469;Południe;Android
71;Kobieta;2;12043;Zachód;Android
21;Kobieta;3;9292;Wschód;Windows
77;Kobieta;8;14213;Wschód;Linux
83;Kobieta;5;10810;Wschód;macOS
47;Kobieta;7;3479;Wschód;Linux
84;Kobieta;5;11646;Wschód;Windows
24;Kobieta;6;14265;Zachód;Linux
25;Mężczyzna;4;7799;Zachód;Windows
80;Mężczyzna;9;16202;Wschód;Linux
60;Kobieta;4;11376;Zachód;macOS
66;Kobieta;9;2427;Zachód;Linux
35;Mężczyzna;7;1305;Wschód;Android
40;Mężczyzna;10;14946;Centrum;iOS
19;Mężczyzna;9;8193;Centrum;Windows
19;Mężczyzna;4;1227;Wschód;macOS
58;Kobieta;2;10141;Centrum;Android
49;Mężczyzna;10;5166;Południe;Windows
40;Kobieta;10;8126;Wschód;macOS
88;Kobieta;3;4990;Południe;iOS
89;Kobieta;4;2346;Północ;Windows
45;Mężczyzna;1;9266;Południe;macOS
34;Mężczyzna;4;14761;Północ;macOS
84;Kobieta;1;1669;Zachód;Linux
81;Kobieta;9;18377;Północ;iOS
41;Mężczyzna;8;4352;Centrum;Windows
65;Mężczyzna;3;18195;Centrum;iOS
50;Mężczyzna;9;13777;Wschód;Linux
24;Kobieta;6;4861;Południe;Windows
38;Kobieta;2;9427;Centrum;Linux
87;Mężczyzna;9;19828;Centrum;Linux
45;Kobieta;10;7150;Południe;iOS
65;Mężczyzna;9;18062;Północ;Linux
63;Kobieta;1;5531;Południe;Windows
22;Kobieta;8;6668;Południe;Linux
29;Kobieta;8;4791;Zachód;macOS
63;Kobieta;3;8111;Centrum;Windows
69;Kobieta;10;17139;Zachód;Android
62;Mężczyzna;7;12625;Zachód;Android
49;Kobieta;9;2617;Zachód;Android
90;Mężczyzna;2;8581;Wschód;macOS
47;Kobieta;7;16931;Południe;iOS
33;Kobieta;7;16796;Południe;iOS
74;Mężczyzna;9;2094;Północ;macOS
51;Mężczyzna;1;9797;Zachód;Android
23;Mężczyzna;4;1816;Południe;Linux
43;Kobieta;2;11318;Wschód;Windows
86;Kobieta;4;17043;Wschód;Android
21;Mężczyzna;5;16888;Południe;Android
84;Kobieta;6;7289;Wschód;Windows
62;Mężczyzna;8;7239;Północ;Windows
82;Kobieta;3;5597;Południe;iOS
20;Mężczyzna;5;13988;Centrum;Android
61;Mężczyzna;1;5470;Centrum;iOS
18;Mężczyzna;2;11524;Centrum;Windows
44;Kobieta;6;8910;Wschód;macOS
71;Mężczyzna;5;4625;Zachód;macOS
70;Mężczyzna;7;1361;Północ;macOS
87;Mężczyzna;10;7596;Południe;Android
73;Kobieta;9;19253;Południe;iOS
30;Mężczyzna;5;6624;Wschód;Android
20;Mężczyzna;7;3682;Północ;iOS
33;Mężczyzna;4;8433;Południe;macOS
81;Mężczyzna;2;19454;Zachód;Linux
72;Kobieta;8;18233;Zachód;Windows
39;Kobieta;6;11905;Północ;macOS
60;Kobieta;8;2437;Zachód;iOS
61;Mężczyzna;8;14107;Zachód;Linux
67;Kobieta;5;7247;Północ;Windows
51;Mężczyzna;10;7339;Północ;macOS
87;Kobieta;3;10212;Zachód;Linux
77;Mężczyzna;3;2450;Zachód;Android
64;Kobieta;7;14759;Południe;macOS
26;Kobieta;2;5477;Północ;Linux
57;Mężczyzna;1;7394;Południe;iOS
34;Kobieta;3;17499;Północ;iOS
39;Kobieta;6;18352;Zachód;Linux
25;Kobieta;5;11648;Centrum;Android
59;Mężczyzna;8;10081;Północ;Windows
80;Mężczyzna;7;11368;Północ;iOS
37;Mężczyzna;2;4120;Centrum;Linux
54;Kobieta;6;19507;Zachód;iOS
86;Mężczyzna;5;4769;Centrum;iOS
50;Kobieta;9;2018;Zachód;Android
29;Mężczyzna;9;13594;Centrum;Linux
29;Kobieta;9;2100;Północ;Android
53;Kobieta;5;10237;Wschód;Windows
49;Mężczyzna;6;11602;Centrum;Linux
43;Mężczyzna;4;6248;Zachód;Windows
47;Mężczyzna;7;10031;Południe;iOS
53;Kobieta;5;5790;Południe;Windows
39;Mężczyzna;1;15574;Północ;iOS
27;Kobieta;7;9105;Zachód;Windows
42;Kobieta;1;4247;Wschód;Linux
39;Mężczyzna;2;9758;Centrum;iOS
63;Kobieta;1;4408;Południe;macOS
70;Mężczyzna;8;2382;Południe;Linux
62;Mężczyzna;5;3084;Centrum;Android
36;Mężczyzna;7;9847;Północ;Windows
22;Kobieta;7;2308;Wschód;Windows
48;Mężczyzna;1;18025;Północ;Linux
48;Kobieta;7;5713;Zachód;Android
90;Mężczyzna;1;16335;Północ;macOS
79;Mężczyzna;3;3759;Wschód;iOS
54;Kobieta;5;9045;Wschód;Linux
51;Mężczyzna;3;1175;Wschód;Android
33;Kobieta;2;14745;Wschód;iOS
24;Mężczyzna;9;1073;Południe;iOS
30;Kobieta;6;7840;Centrum;Android
40;Mężczyzna;5;8955;Centrum;Android
28;Kobieta;9;13774;Zachód;iOS
25;Kobieta;6;18384;Północ;Android
75;Kobieta;2;14228;Centrum;Windows
67;Kobieta;3;9118;Zachód;Linux
22;Mężczyzna;6;14633;Południe;Android
44;Kobieta;2;4821;Centrum;Android
29;Mężczyzna;10;6251;Wschód;Windows
86;Mężczyzna;4;16539;Zachód;iOS
35;Mężczyzna;2;17807;Południe;Android
19;Kobieta;5;6192;Południe;macOS
75;Mężczyzna;2;16186;Południe;Android
23;Mężczyzna;5;19046;Południe;iOS
39;Mężczyzna;7;7998;Wschód;Android
26;Mężczyzna;3;9442;Południe;macOS
52;Kobieta;8;9850;Wschód;Android
53;Mężczyzna;7;16035;Wschód;iOS
52;Kobieta;8;17716;Południe;iOS
25;Mężczyzna;2;6277;Centrum;macOS
80;Mężczyzna;10;5963;Wschód;macOS
64;Mężczyzna;3;15776;Wschód;Windows
34;Mężczyzna;8;15970;Północ;Linux
34;Mężczyzna;4;10635;Centrum;Windows
72;Mężczyzna;6;18893;Centrum;Windows
88;Mężczyzna;5;9891;Wschód;Android
35;Mężczyzna;7;16337;Południe;Android
27;Mężczyzna;9;5833;Zachód;macOS
63;Mężczyzna;10;13388;Zachód;Android
88;Mężczyzna;6;7086;Południe;Windows
37;Kobieta;3;14434;Południe;macOS
90;Mężczyzna;4;19690;Centrum;Windows
51;Kobieta;1;3477;Centrum;Windows
47;Mężczyzna;10;5742;Wschód;Linux
30;Mężczyzna;4;15675;Północ;Windows
31;Mężczyzna;5;17822;Wschód;Linux
36;Mężczyzna;5;10472;Wschód;Android
21;Kobieta;10;18598;Wschód;Windows
48;Kobieta;10;5375;Wschód;Android
63;Kobieta;7;8229;Zachód;Android
31;Mężczyzna;1;5987;Południe;macOS
61;Mężczyzna;3;5874;Zachód;Android
84;Kobieta;7;15492;Północ;Windows
68;Mężczyzna;6;11314;Północ;Android
33;Kobieta;3;16164;Zachód;Android
34;Mężczyzna;10;11323;Południe;Linux
62;Mężczyzna;9;14886;Południe;iOS
46;Mężczyzna;8;7648;Zachód;Linux
88;Mężczyzna;4;13174;Wschód;Windows
89;Kobieta;6;18523;Centrum;Windows
37;Kobieta;2;2628;Centrum;iOS
32;Kobieta;6;15386;Centrum;Windows
34;Mężczyzna;4;7225;Północ;macOS
20;Mężczyzna;4;3418;Centrum;Android
26;Mężczyzna;7;9660;Wschód;Linux
63;Kobieta;7;1520;Zachód;Linux
28;Kobieta;9;13158;Centrum;Windows
86;Kobieta;6;18205;Zachód;Windows
27;Mężczyzna;8;19094;Centrum;Linux
25;Mężczyzna;5;11563;Zachód;Linux
61;Kobieta;5;3821;Południe;Linux
50;Kobieta;6;17986;Południe;Linux
44;Kobieta;9;18602;Południe;macOS
35;Kobieta;6;18318;Zachód;Android
26;Mężczyzna;7;8139;Zachód;Android
28;Mężczyzna;1;18614;Centrum;Linux
57;Mężczyzna;9;11634;Wschód;Windows
32;Kobieta;4;17448;Centrum;Linux
22;Mężczyzna;4;19142;Centrum;macOS
61;Mężczyzna;10;1477;Wschód;macOS
33;Mężczyzna;1;11953;Zachód;iOS
23;Mężczyzna;3;9031;Północ;macOS
23;Kobieta;1;18122;Północ;Windows
84;Kobieta;7;14585;Południe;Android
77;Kobieta;7;8181;Północ;macOS
64;Kobieta;1;4035;Północ;Linux
31;Mężczyzna;3;2852;Południe;Linux
78;Kobieta;3;15962;Zachód;Windows
82;Kobieta;8;17031;Północ;Android
81;Kobieta;10;11009;Północ;Windows
30;Kobieta;3;14402;Południe;Windows
72;Kobieta;5;19171;Wschód;iOS
67;Mężczyzna;8;3355;Wschód;Linux
62;Mężczyzna;8;14081;Zachód;Linux
60;Kobieta;6;9156;Centrum;Linux
87;Kobieta;4;6656;Wschód;iOS
35;Kobieta;7;3527;Zachód;Android
18;Mężczyzna;2;18471;Wschód;Linux
86;Mężczyzna;9;3237;Południe;Android
36;Mężczyzna;6;2176;Zachód;Linux
65;Mężczyzna;10;14079;Zachód;Android
61;Mężczyzna;7;19673;Centrum;Android
72;Kobieta;2;11061;Północ;macOS
21;Mężczyzna;3;2118;Południe;Linux
75;Kobieta;2;8619;Zachód;Android
68;Kobieta;3;7200;Południe;Windows
24;Mężczyzna;4;10938;Południe;iOS
71;Kobieta;6;4773;Zachód;Linux
40;Mężczyzna;4;7062;Centrum;Windows
89;Mężczyzna;10;18902;Północ;Android
38;Kobieta;1;3930;Północ;iOS
64;Mężczyzna;5;11711;Wschód;macOS
85;Mężczyzna;6;16642;Zachód;Windows
56;Mężczyzna;1;9860;Północ;macOS
46;Kobieta;8;2964;Północ;Android
77;Kobieta;8;2876;Zachód;Windows
39;Kobieta;9;14581;Centrum;Android
42;Mężczyzna;3;16079;Centrum;Android
71;Mężczyzna;6;18618;Centrum;iOS
32;Kobieta;9;15428;Zachód;Android
29;Mężczyzna;3;15149;Północ;Android
85;Kobieta;3;12981;Północ;Windows
45;Kobieta;2;3477;Południe;Android
49;Kobieta;4;5193;Południe;Linux
18;Mężczyzna;5;14657;Zachód;Windows
19;Mężczyzna;1;16784;Wschód;Linux
49;Mężczyzna;8;3423;Centrum;Android
75;Mężczyzna;9;19468;Południe;Android
19;Kobieta;1;6624;Wschód;Android
59;Kobieta;2;2889;Centrum;iOS
72;Kobieta;5;4981;Wschód;macOS
87;Kobieta;10;14810;Południe;iOS
85;Mężczyzna;10;10259;Południe;iOS
59;Kobieta;9;5903;Centrum;iOS
25;Kobieta;6;10967;Centrum;macOS
75;Mężczyzna;2;16909;Wschód;Android
24;Kobieta;6;18542;Południe;Android
51;Kobieta;6;8458;Zachód;Windows
38;Mężczyzna;1;2436;Wschód;Linux
58;Kobieta;6;17164;Zachód;Linux
79;Mężczyzna;1;6237;Wschód;Android
50;Mężczyzna;7;10453;Wschód;Android
71;Kobieta;7;19633;Północ;Linux
48;Mężczyzna;7;12980;Zachód;Linux
75;Mężczyzna;6;13358;Północ;Android
66;Mężczyzna;1;1020;Południe;Windows
74;Kobieta;6;16685;Wschód;Linux
25;Mężczyzna;7;6995;Północ;Android
78;Kobieta;8;15901;Zachód;macOS
67;Kobieta;8;14329;Centrum;Windows
68;Kobieta;3;8576;Wschód;Linux
43;Mężczyzna;10;6571;Południe;Windows
83;Kobieta;6;3303;Wschód;Windows
39;Mężczyzna;2;15356;Centrum;Linux
29;Kobieta;1;17368;Zachód;macOS
32;Kobieta;4;13910;Południe;Android
43;Kobieta;9;6178;Południe;macOS
67;Kobieta;10;18759;Południe;Android
60;Mężczyzna;5;19352;Południe;Android
34;Kobieta;3;18224;Południe;Linux
44;Mężczyzna;6;15256;Południe;Windows
87;Mężczyzna;2;3285;Centrum;macOS
27;Kobieta;9;2271;Południe;Linux
58;Mężczyzna;1;15302;Północ;Windows
42;Kobieta;6;13847;Północ;Windows
47;Kobieta;2;13890;Centrum;Windows
68;Kobieta;10;18436;Południe;macOS
31;Kobieta;1;5235;Północ;Android
69;Mężczyzna;7;11630;Zachód;macOS
49;Mężczyzna;7;18225;Wschód;Android
23;Kobieta;2;15529;Wschód;iOS
24;Kobieta;1;10959;Zachód;macOS
64;Mężczyzna;7;5829;Południe;macOS
60;Mężczyzna;2;18327;Zachód;Linux
70;Kobieta;4;13210;Zachód;Linux
35;Mężczyzna;9;18343;Centrum;Linux
67;Mężczyzna;2;8536;Południe;Windows
20;Mężczyzna;5;13100;Wschód;Windows
55;Kobieta;10;19721;Południe;Windows
60;Mężczyzna;9;14792;Centrum;iOS
51;Kobieta;5;16584;Południe;Linux
82;Mężczyzna;5;3155;Południe;iOS
75;Mężczyzna;7;11420;Wschód;Android
75;Mężczyzna;2;13329;Centrum;Android
44;Kobieta;3;10902;Północ;Android
26;Kobieta;3;6859;Północ;Windows
69;Kobieta;4;13009;Centrum;Linux
71;Kobieta;8;3974;Wschód;macOS
71;Mężczyzna;3;17921;Wschód;Linux
34;Kobieta;4;14042;Wschód;macOS
76;Kobieta;1;5075;Wschód;iOS
23;Mężczyzna;4;10018;Południe;iOS
19;Mężczyzna;7;19250;Południe;Windows
40;Kobieta;3;6455;Północ;macOS
35;Kobieta;3;18476;Północ;Android
67;Kobieta;4;11167;Południe;Linux
75;Kobieta;7;3343;Północ;Linux
75;Kobieta;4;11263;Południe;Linux
71;Kobieta;6;19946;Wschód;Android
80;Kobieta;1;18332;Zachód;Linux
49;Mężczyzna;6;15179;Południe;Windows
47;Mężczyzna;5;12675;Wschód;macOS
38;Mężczyzna;10;6457;Północ;Android
89;Kobieta;7;9675;Zachód;macOS
39;Kobieta;9;2607;Wschód;Android
73;Mężczyzna;5;3391;Północ;iOS
20;Mężczyzna;1;8667;Południe;Android
49;Kobieta;7;11113;Północ;Windows
31;Kobieta;3;10855;Centrum;Windows
45;Mężczyzna;1;17910;Wschód;Linux
28;Mężczyzna;9;5585;Centrum;iOS
77;Kobieta;3;12666;Wschód;Android
41;Mężczyzna;7;17090;Południe;Linux
46;Kobieta;6;12235;Południe;Windows
53;Kobieta;2;19127;Centrum;Windows
32;Mężczyzna;8;10122;Południe;iOS
52;Kobieta;6;9302;Wschód;Linux
19;Kobieta;1;3291;Wschód;Android
59;Kobieta;10;1566;Centrum;macOS
62;Mężczyzna;3;6137;Zachód;Linux
22;Mężczyzna;2;13992;Centrum;Android
77;Kobieta;6;13287;Centrum;Linux
21;Kobieta;8;19654;Północ;Windows
26;Kobieta;7;8407;Centrum;iOS
68;Mężczyzna;9;4664;Południe;Linux
43;Mężczyzna;5;8453;Centrum;Linux
21;Mężczyzna;6;11397;Północ;iOS
67;Mężczyzna;4;4108;Północ;Linux
80;Mężczyzna;8;14012;Zachód;macOS
